업체명,노선번호,노선유형,정류소명,정류소ID,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,lon,lat
제부여객,1004,좌석형시내버스,신병원.대원.거산아파트,201000022,802,745,57,454,454,0,126.984994,37.25186522
제부여객,1004,좌석형시내버스,고색초교.태산아파트,201000023,969,894,75,822,822,0,126.9799297,37.25043052
제부여객,1004,좌석형시내버스,수원여자대학교입구,201000024,20,16,4,245,245,0,126.9668655,37.2467921
제부여객,1004,좌석형시내버스,오목천동태산아파트.서희스타힐스,201000025,73,66,7,685,685,0,126.9642342,37.24600022
태화상운,707,좌석형시내버스,대명고등학교,201000026,1179,639,540,354,354,0,126.942303,37.29523331
태화상운,707,좌석형시내버스,구운사거리.농수산물유통센터,201000028,1488,280,1208,99,99,0,126.9685045,37.28559316
태화상운,707,좌석형시내버스,서수원버스터미널,201000029,1305,813,492,146,146,0,126.9707955,37.28331212
용남고속,92,일반형시내버스,구운오거리.경기중소기업성장지원센터,201000030,3463,1620,1843,3315,3315,0,126.9740892,37.28140041
용남고속,92,일반형시내버스,웃거리,201000031,2711,1853,858,2911,2911,0,126.9789285,37.27708423
용남고속,9,일반형시내버스,농촌진흥청,201000032,2033,690,1343,3548,3548,0,126.9844315,37.27366936
용남고속,9,일반형시내버스,농촌진흥청,201000033,2921,1510,1411,5385,5385,0,126.9842711,37.27339257
용남고속,92,일반형시내버스,웃거리,201000034,2621,2371,250,3255,3255,0,126.9788366,37.27673716
용남고속,92,일반형시내버스,구운오거리.경기중소기업성장지원센터,201000035,3069,2758,311,4171,4171,0,126.9742361,37.28093129
태화상운,707,좌석형시내버스,구운사거리.농수산물유통센터,201000036,30,21,9,1063,1063,0,126.9685959,37.28487933
용남고속,88_1,일반형시내버스,세류사거리,201000045,462,404,58,847,847,0,127.0099438,37.25439261
용남고속,88_1,일반형시내버스,새터마을,201000046,451,436,15,927,927,0,127.0085253,37.25512474
용남고속,88_1,일반형시내버스,세류중학교.아세아시멘트,201000047,269,255,14,670,670,0,127.0054013,37.25853316
용남고속,88_1,일반형시내버스,세류중학교.아세아시멘트,201000048,291,274,17,177,177,0,127.0056121,37.25867434
용남고속,88_1,일반형시내버스,새터마을,201000049,921,904,17,234,234,0,127.0086243,37.25569229999999
용남고속,88_1,일반형시내버스,세류사거리,201000050,1183,982,201,503,503,0,127.0103201,37.25469051
용남고속,99_2,일반형시내버스,농수산물시장,201000055,317,267,50,1115,1115,0,127.029815,37.25675503
용남고속,99_2,일반형시내버스,농수산물시장,201000056,1067,1002,65,514,514,0,127.0301498,37.25699354
제부여객,51,일반형시내버스,동남아파트.세평지하도입구,201000058,70,69,1,68,68,0,127.0004977,37.261439
제부여객,51,일반형시내버스,가게앞.평동,201000059,217,217,0,27,27,0,126.9957128,37.26070877
제부여객,51,일반형시내버스,평동,201000060,86,85,1,10,10,0,126.9942301,37.25904203
제부여객,51,일반형시내버스,평동행정복지센터,201000061,148,135,13,61,61,0,126.9934186,37.25806886
제부여객,51,일반형시내버스,자동차매매센터,201000062,71,70,1,19,19,0,126.9908263,37.25543763
제부여객,51,일반형시내버스,고색동입구.고색삼거리,201000063,49,48,1,4,4,0,126.9891357,37.25399581
제부여객,1004,좌석형시내버스,고색파출소.종합공구단지,201000064,101,88,13,317,317,0,126.9867233,37.25265616
제부여객,51,일반형시내버스,고색삼거리,201000065,9,9,0,53,53,0,126.988651,37.25375247
제부여객,51,일반형시내버스,자동차매매센터,201000066,11,10,1,95,95,0,126.9908037,37.25558179
제부여객,51,일반형시내버스,평동행정복지센터,201000067,78,67,11,131,131,0,126.9933124,37.25806706
제부여객,51,일반형시내버스,평동,201000068,30,27,3,112,112,0,126.9943879,37.25939344
태화상운,707,좌석형시내버스,입북동입구,201000076,35,31,4,297,297,0,126.9604957,37.29161651
태화상운,707,좌석형시내버스,대명고등학교,201000077,182,158,24,932,932,0,126.9432293,37.29368584
태화상운,707,좌석형시내버스,입북동입구,201000078,269,173,96,171,171,0,126.9609189,37.29198538
용남고속,9,일반형시내버스,삼익아파트,201000093,5765,5625,140,724,724,0,126.9580377,37.26982156
용남고속,9,일반형시내버스,칠보초등학교,201000094,1083,1046,37,381,381,0,126.9561396,37.26880295
용남고속,9,일반형시내버스,신미주아파트,201000095,4618,4492,126,1012,1012,0,126.9541398,37.26871049
용남고속,9,일반형시내버스,호매실쌍용아파트,201000096,2924,2795,129,692,692,0,126.9513509,37.26782527
용남고속,9,일반형시내버스,칠보중학교.칠보고등학교,201000099,555,540,15,1248,1248,0,126.9448396,37.27416047
용남고속,9,일반형시내버스,가온마을4단지.서수원칠보체육관,201000100,687,671,16,613,613,0,126.9473314,37.27394934
용남고속,9,일반형시내버스,칠보입구,201000101,127,89,38,1464,1464,0,126.9600272,37.27264128
용남고속,99_2,일반형시내버스,구운동,201000102,590,583,7,668,668,0,126.9691631,37.27875062
용남고속,99_2,일반형시내버스,서수원터미널.이마트,201000105,1761,1248,513,608,608,0,126.9694622,37.28278118
용남고속,99_2,일반형시내버스,구운동하이마트,201000106,1135,809,326,577,577,0,126.9692342,37.27527601
용남고속,99_2,일반형시내버스,구운사거리,201000107,295,194,101,208,208,0,126.9697043,37.28562914
태화상운,707,좌석형시내버스,서수원버스터미널,201000116,198,148,50,2220,2220,0,126.9708633,37.28290668
용남고속,99_2,일반형시내버스,구운사거리,201000117,30,23,7,517,517,0,126.9692835,37.28543816
용남고속,88_1,일반형시내버스,수원아이파크시티.선일초교,201000118,5565,5089,476,1294,1294,0,127.0281,37.24749722
용남고속,99_2,일반형시내버스,고색동태산아파트.도로교통관리사업소,201000122,79,14,65,864,864,0,126.9758924,37.25061587
용남고속,88_1,일반형시내버스,권선구청.한봄고등학교,201000125,899,672,227,272,272,0,126.9738658,37.2571992
용남고속,99_2,일반형시내버스,도로교통관리사업소,201000126,953,745,208,244,244,0,126.976283,37.25060971
용남고속,99_2,일반형시내버스,청구1차아파트,201000130,16,14,2,518,518,0,126.9692803,37.24022905
용남고속,88_1,일반형시내버스,서호중학교,201000131,211,203,8,195,195,0,126.9888478,37.26643075
용남고속,88_1,일반형시내버스,농업유전자원센터.경기도기숙사.수원유스호스텔,201000132,355,341,14,89,89,0,126.9837022,37.26448459
용남고속,88_1,일반형시내버스,경기상상캠퍼스.푸른지대,201000133,182,177,5,25,25,0,126.9812165,37.26596655
용남고속,88_1,일반형시내버스,탑동사거리,201000134,1306,1288,18,111,111,0,126.9797826,37.26894898
용남고속,88_1,일반형시내버스,탑골1길,201000135,2416,2371,45,104,104,0,126.9776221,37.26922154
용남고속,88_1,일반형시내버스,우방아파트,201000136,3362,3220,142,308,308,0,126.9747248,37.26868029999999
용남고속,88_1,일반형시내버스,우방아파트,201000137,336,276,60,2517,2517,0,126.9748713,37.26889658
용남고속,88_1,일반형시내버스,탑골1길,201000138,153,144,9,2257,2257,0,126.9772726,37.2693386
용남고속,88_1,일반형시내버스,탑동입구,201000139,168,156,12,1512,1512,0,126.9799217,37.26902349
용남고속,88_1,일반형시내버스,경기상상캠퍼스.푸른지대,201000140,5,4,1,243,243,0,126.9813536,37.26614096
용남고속,88_1,일반형시내버스,경기도기숙사.수원유스호스텔.농업유전자원센터,201000141,30,25,5,288,288,0,126.983631,37.26462196
용남고속,88_1,일반형시내버스,서호중학교,201000142,183,158,25,320,320,0,126.9886897,37.26656970000001
용남고속,92,일반형시내버스,곡반정동차고지,201000143,641,387,254,7,7,0,127.022802,37.2343605
용남고속,92,일반형시내버스,축산물유통센터입구,201000144,3959,3877,82,125,125,0,127.0286852,37.2406862
용남고속,8800,직행좌석형시내버스,수원버스터미널,201000145,30,25,5,636,636,0,127.0204348,37.25123844
용남고속,9,일반형시내버스,삼익3차아파트,201000147,418,397,21,604,604,0,126.9555275,37.27717415
용남고속,99_2,일반형시내버스,구운동,201000148,38,35,3,522,522,0,126.9687469,37.27914234
용남고속,99_2,일반형시내버스,오목천주공아파트,201000151,8,6,2,278,278,0,126.9639223,37.240287
용남고속,99_2,일반형시내버스,청구1차아파트,201000152,453,399,54,17,17,0,126.96800079999998,37.23999439999999
용남고속,99_2,일반형시내버스,오목초등학교,201000153,398,364,34,3,3,0,126.96389270000002,37.24011303
제부여객,51,일반형시내버스,권선대림아파트,201000154,72,71,1,69,69,0,127.0385022,37.24666123
제부여객,51,일반형시내버스,권선상록아파트,201000155,386,379,7,131,131,0,127.0359798,37.24897266
용남고속,92,일반형시내버스,수원시청.수원일자리센터,201000156,2364,1725,639,6935,6935,0,127.02858940000002,37.26229276
용남고속,88_1,일반형시내버스,서부경찰서.권선구청입구,201000157,156,44,112,1353,1353,0,126.9733881,37.25859672
제부여객,51,일반형시내버스,권선현대아파트,201000161,198,194,4,327,327,0,127.0368702,37.2489724
제부여객,51,일반형시내버스,권선대림아파트,201000162,19,17,2,68,68,0,127.0388473,37.24656148
용남고속,92,일반형시내버스,서둔동주민센터,201000170,118,95,23,194,194,0,126.985678,37.2722048
용남고속,9,일반형시내버스,구운중학교,201000171,3869,3701,168,1144,1144,0,126.976483,37.27557215
용남고속,9,일반형시내버스,탑동초등학교.삼성아파트,201000172,4869,4615,254,1778,1778,0,126.9746436,37.27525783
용남고속,9,일반형시내버스,구운동주민센터.서수원도서관,201000173,3022,2690,332,1430,1430,0,126.9705647,37.2742733
제부여객,150,일반형시내버스,칠보입구,201000174,9,8,1,16,16,0,126.9609362,37.27154871
용남고속,9,일반형시내버스,경기도건설본부.경기도동물위생시험소.칠보마을7단지,201000178,1225,1183,42,442,442,0,126.9405655,37.26754737
용남고속,9,일반형시내버스,LG빌리지1차.와이씨티칠보마을6단지아파트,201000179,1562,1516,46,749,749,0,126.9383614,37.27025084
용남고속,9,일반형시내버스,LG빌리지3차.모아미래도아파트,201000180,2373,2278,95,1961,1961,0,126.9380135,37.27387922
용남고속,92,일반형시내버스,구운동성원아파트.일월먹거리촌,201000186,3243,3133,110,1414,1414,0,126.9747539,37.28209669
용남고속,92,일반형시내버스,구운동삼환아파트,201000187,3444,3283,161,2173,2173,0,126.9789935,37.28311574
용남고속,92,일반형시내버스,구운동삼환아파트,201000188,1579,1397,182,3138,3138,0,126.9781767,37.28265336
용남고속,92,일반형시내버스,구운동강남아파트,201000189,1784,1507,277,1524,1524,0,126.9752614,37.28198868
제부여객,150,일반형시내버스,수원순복음교회,201000191,55,50,5,93,93,0,127.0361514,37.24561665
용남고속,88_1,일반형시내버스,수원버스터미널,201000192,4135,3552,583,4283,4283,0,127.0216746,37.24894553
용남고속,88_1,일반형시내버스,남수원초등학교,201000193,1069,1001,68,2729,2729,0,127.0166169,37.25076755
용남고속,88_1,일반형시내버스,세류2동주민센터,201000194,1037,841,196,1769,1769,0,127.012726,37.25289527
용남고속,88_1,일반형시내버스,세류2동주민센터,201000195,1342,1282,60,730,730,0,127.0124511,37.25355684
용남고속,88_1,일반형시내버스,남수원초등학교,201000196,1660,1522,138,1055,1055,0,127.0168267,37.25116618
용남고속,88_1,일반형시내버스,수원버스터미널,201000197,2995,2711,284,2184,2184,0,127.0197156,37.24979622
용남고속,88_1,일반형시내버스,이마트,201000198,1566,1387,179,2609,2609,0,127.0229052,37.24907486
용남고속,88_1,일반형시내버스,선일초등학교,201000199,4133,3100,1033,6286,6286,0,127.0288936,37.24755833
제부여객,150,일반형시내버스,곡반초등학교,201000200,181,172,9,348,348,0,127.0366659,37.24599002
용남고속,92_1,일반형시내버스,매탄권선역.화홍고등학교,201000204,103,86,17,967,967,0,127.04052140000002,37.25271549
용남고속,99_2,일반형시내버스,수원시청역3번출구.서울보증보험,201000205,2076,1307,769,2061,2061,0,127.0311642,37.26041347
용남고속,92,일반형시내버스,태장면고개,201000206,1165,636,529,1970,1970,0,127.0203056,37.2644839
용남고속,88_1,일반형시내버스,대원아파트,201000208,947,818,129,1629,1629,0,127.0327749,37.24795736
용남고속,88_1,일반형시내버스,평생교육학습관.남수원중학교.온수골,201000209,3700,3244,456,7200,7200,0,127.0340713,37.25099709
용남고속,88_1,일반형시내버스,평생교육학습관.남수원중학교,201000210,8835,8062,773,3583,3583,0,127.0348765,37.25181124
용남고속,88_1,일반형시내버스,우남아파트,201000211,2415,2247,168,2598,2598,0,127.0331436,37.24775023
용남고속,8800,직행좌석형시내버스,수원버스터미널,201000212,1874,1667,207,16,16,0,127.020153,37.25087238
용남고속,88_1,일반형시내버스,한국산업인력공단,201000215,5,4,1,422,422,0,126.9681649,37.25858802
용남고속,88_1,일반형시내버스,한봄고등학교,201000216,95,83,12,888,888,0,126.9697683,37.25884878
용남고속,99_2,일반형시내버스,탑동우방아파트,201000217,40,39,1,824,824,0,126.9712144,37.26880595
용남고속,99_2,일반형시내버스,탑동우방아파트,201000218,1331,1253,78,248,248,0,126.9716019,37.26874262
용남고속,88_1,일반형시내버스,한봄고등학교,201000219,635,583,52,27,27,0,126.9698247,37.25877671
용남고속,88_1,일반형시내버스,한국산업인력공단,201000220,647,607,40,17,17,0,126.9681896,37.25848109
용남고속,92,일반형시내버스,세곡사거리,201000224,721,603,118,905,905,0,127.0103848,37.26717506
용남고속,99_2,일반형시내버스,농수산물유통센터,201000229,1014,793,221,1562,1562,0,126.968974,37.28289491
용남고속,92,일반형시내버스,한솔아파트.한림도서관,201000233,78,75,3,2761,2761,0,127.025129,37.23631245
용남고속,92,일반형시내버스,축산물유통센터.수원아이파크4단지,201000234,164,154,10,3699,3699,0,127.0283662,37.24098198
용남고속,92,일반형시내버스,곡반중학교.수원아이파크,201000235,369,270,99,1712,1712,0,127.0313455,37.24514939
용남고속,92,일반형시내버스,곡반중학교.수원아이파크,201000236,2251,2099,152,1002,1002,0,127.0318072,37.24508374
용남고속,92,일반형시내버스,한솔아파트.한림도서관,201000237,2880,2809,71,55,55,0,127.0262077,37.23652288
용남고속,92,일반형시내버스,곡반정동차고지,201000238,1475,1129,346,944,944,0,127.0225448,37.23427544
제부여객,150,일반형시내버스,칠보입구,201000250,7,4,3,112,112,0,126.9607897,37.27124224
용남고속,9,일반형시내버스,구운동주민센터.서수원도서관,201000251,953,713,240,1120,1120,0,126.9701903,37.27440075
용남고속,9,일반형시내버스,탑동초등학교.삼성아파트,201000252,2173,1345,828,3947,3947,0,126.9740061,37.2753492
용남고속,9,일반형시내버스,구운중학교,201000253,1771,929,842,5159,5159,0,126.9771962,37.27593887
용남고속,92,일반형시내버스,서둔동주민센터,201000254,442,425,17,907,907,0,126.9866497,37.27032473
용남고속,92,일반형시내버스,서호중학교,201000255,109,91,18,475,475,0,126.9879658,37.26864045
용남고속,88_1,일반형시내버스,서호초등학교,201000256,880,728,152,979,979,0,126.9907088,37.26855577
용남고속,88_1,일반형시내버스,서호초등학교,201000257,1890,1682,208,831,831,0,126.9917314,37.26864057
용남고속,92,일반형시내버스,서호중학교,201000258,96,92,4,204,204,0,126.98806609999998,37.26816057
용남고속,92,일반형시내버스,서둔동,201000259,1256,1225,31,269,269,0,126.9861743,37.27072899
제부여객,1000,일반형시내버스,국립축산과학원,201000260,0,0,0,1,1,0,126.9663063,37.23613487
용남고속,88_1,일반형시내버스,센트라우스.서수원검사소,201000263,692,598,94,1035,1035,0,126.9948038,37.26960179
용남고속,88_1,일반형시내버스,센트라우스.서수원검사소,201000264,779,665,114,1468,1468,0,126.9949034,37.26945473
용남고속,92,일반형시내버스,권선초등학교,201000265,2262,2199,63,4472,4472,0,127.02305590000002,37.26380677
제부여객,150,일반형시내버스,곡반중학교,201000268,446,347,99,193,193,0,127.034254,37.24608082
용남고속,92,일반형시내버스,매교역4번출구.경기도박치료센터,201000287,1736,1414,322,1744,1744,0,127.0150629,37.26552308
용남고속,92,일반형시내버스,매교역5번출구.경기도박치료센터,201000288,1703,1434,269,1212,1212,0,127.0135029,37.26610237
용남고속,92,일반형시내버스,태장면고개,201000289,1770,1515,255,882,882,0,127.0198427,37.26476447
용남고속,92,일반형시내버스,상고렴사거리.곡선동주민센터,201000296,1016,995,21,169,169,0,127.0304157,37.24279974
용남고속,88_1,일반형시내버스,권선구청,201000313,745,629,116,36,36,0,126.9709828,37.25698318
용남고속,88_1,일반형시내버스,권선구청,201000314,30,23,7,455,455,0,126.9711566,37.25700811
용남고속,99_2,일반형시내버스,구운동하이마트,201000318,294,156,138,1430,1430,0,126.9687694,37.27501888
용남고속,9,일반형시내버스,금곡동강남아파트,201000322,588,554,34,1194,1194,0,126.9544718,37.27937267
제부여객,1004,좌석형시내버스,공구유통타운.중앙자동차매매단지,201000336,1,1,0,125,125,0,126.9970935,37.25786531
용남고속,99_2,일반형시내버스,우림.대한아파트,201000349,39,15,24,501,501,0,126.9779732,37.24588032
용남고속,99_2,일반형시내버스,우림.대한아파트,201000350,1230,1095,135,41,41,0,126.9778248,37.24734087
용남고속,99_2,일반형시내버스,산업단지중앙로,201000352,1321,1275,46,84,84,0,126.977848,37.24092784
용남고속,99_2,일반형시내버스,산업단지중앙로,201000353,88,86,2,1107,1107,0,126.9776779,37.24114151
용남고속,99_2,일반형시내버스,솔대체육공원,201000354,413,413,0,20,20,0,126.9775049,37.24423871
용남고속,99_2,일반형시내버스,수원산업단지육교앞,201000355,3,1,2,750,750,0,126.9790863,37.24350226
용남고속,9_1,일반형시내버스,수원은혜교회.한양수자인파크원아파트,201000357,514,477,37,110,110,0,126.953978,37.26601644
용남고속,9_1,일반형시내버스,한양수자인파크원아파트.금호초등학교,201000358,94,42,52,650,650,0,126.9527161,37.2659687
용남고속,9,일반형시내버스,홈플러스서수원점,201000360,416,318,98,1095,1095,0,126.9554763,37.27492813
제부여객,1004,좌석형시내버스,서수원주민편익시설,201000365,2,1,1,276,276,0,126.9727555,37.24838346
용남고속,92,일반형시내버스,상고렴사거리.수원아이파크시티4단지,201000368,46,45,1,1652,1652,0,127.0296303,37.24245158
용남고속,9_1,일반형시내버스,삼익아파트,201000377,224,190,34,2123,2123,0,126.957875,37.26986454
용남고속,9_1,일반형시내버스,칠보초등학교,201000378,22,18,4,1288,1288,0,126.955043,37.26883718
용남고속,9_1,일반형시내버스,신미주아파트,201000379,143,133,10,1217,1217,0,126.9538449,37.26880555
