업체명,노선번호,노선유형,정류소명,정류소ID,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,lon,lat
수원여객,25,일반형시내버스,한국가스안전공사,200000196,4126,3816,310,176,176,0,126.9974187,37.30785117
수원여객,3,일반형시내버스,GS아파트.천천푸르지오,200000198,245,225,20,1610,1610,0,126.9799874,37.28930137
수원여객,3,일반형시내버스,천천푸르지오,200000199,34,32,2,1531,1531,0,126.98310990000002,37.29049911
수원여객,25,일반형시내버스,장안지하차도.수원KT위즈파크,200000200,14461,13110,1351,6957,6957,0,127.0081737,37.30205268
수원여객,3,일반형시내버스,한국은행,200000202,3361,3019,342,1805,1805,0,127.0094399,37.28664966
수원여객,3,일반형시내버스,세한교회,200000203,122,117,5,1012,1012,0,126.9804338,37.28450024
수원여객,16,일반형시내버스,화서역.화서주공3단지,200000204,8556,4852,3704,1324,1324,0,126.9920601,37.28663549
수원여객,112,일반형시내버스,화남아파트,200000240,2115,2099,16,62,62,0,126.9654023,37.30037172
수원여객,30,일반형시내버스,정자초교사거리,200000265,5051,4397,654,4274,4274,0,126.9970411,37.30116518
수원여객,61,일반형시내버스,경기도립수원의료원.두견마을,200000266,672,654,18,476,476,0,126.9958059,37.29065938
수원여객,13,일반형시내버스,상광교동종점,200000275,4808,4807,1,56,56,0,127.0144445,37.32944000000001
수원여객,112,일반형시내버스,신일아파트,200000277,39,15,24,1754,1754,0,126.9672573,37.30036092
수원여객,25,일반형시내버스,국세청삼거리.아주편한병원,200000282,1857,1705,152,76,76,0,126.9910019,37.31072586
수원여객,30,일반형시내버스,한마루.한국아파트,200000283,393,381,12,1947,1947,0,126.9878623,37.29191149
수원여객,30,일반형시내버스,청솔주공아파트.효천초등학교,200000284,2767,2734,33,591,591,0,126.9877668,37.2922361
수원여객,112,일반형시내버스,성균관대역.고용노동부경기지청.율전성당,200000285,19082,6575,12507,13499,13499,0,126.9731982,37.30152322
수원여객,2_2,일반형시내버스,정천초등학교.천천푸르지오,200000286,31,31,0,2,2,0,126.9830511,37.29154819
수원여객,2_2,일반형시내버스,정천초등학교.천천푸르지오,200000287,2,1,1,95,95,0,126.983471,37.29131735
수원여객,2_2,일반형시내버스,천천래미안,200000288,53,53,0,2,2,0,126.9780791,37.29714603
수원여객,2_2,일반형시내버스,천천래미안,200000289,0,0,0,96,96,0,126.9782743,37.2972286
수원여객,112,일반형시내버스,상률초교,200000296,7651,7600,51,341,341,0,126.9706939,37.30537267
수원여객,112,일반형시내버스,상률초교,200000297,398,390,8,7225,7225,0,126.97051299999998,37.30543414
수원여객,25,일반형시내버스,파장동북부차고지,200000298,282,256,26,80,80,0,126.9886339,37.32026302
수원여객,2_2,일반형시내버스,천천푸르지오상가,200000299,4,3,1,57,57,0,126.9807442,37.29444405
수원여객,2_2,일반형시내버스,천천푸르지오상가,200000300,53,52,1,5,5,0,126.980605,37.29434865
수원여객,112,일반형시내버스,화남아파트,200000301,14,12,2,1333,1333,0,126.96549240000002,37.30055196
수원여객,61,일반형시내버스,삼성1차아파트,200000305,868,802,66,3100,3100,0,126.9698597,37.29309988
수원여객,5,일반형시내버스,장안공원,200000321,368,150,218,1175,1175,0,127.0126087,37.28825551
수원여객,42,일반형시내버스,청솔한라아파트.롯데마트,200000322,9,8,1,1959,1959,0,126.98317649999998,37.29352878
수원여객,42,일반형시내버스,SK스카이뷰,200000323,62,44,18,3881,3881,0,126.98626000000002,37.30518154
수원여객,42,일반형시내버스,SK스카이뷰.다솔초등학교,200000324,76,73,3,4919,4919,0,126.9857098,37.30861185
수원여객,42,일반형시내버스,SK스카이뷰.다솔초등학교,200000325,5199,5016,183,42,42,0,126.9861718,37.30816220000001
수원여객,42,일반형시내버스,SK스카이뷰,200000326,3564,3521,43,105,105,0,126.9855259,37.30527513
수원여객,42,일반형시내버스,청솔한라아파트.롯데마트,200000327,3968,3806,162,423,423,0,126.9836439,37.29535466
수원여객,112,일반형시내버스,성균관대역동문굿모닝힐아파트,200000437,520,517,3,1053,1053,0,126.9653559,37.29872914
수원여객,112,일반형시내버스,동문굿모닝힐아파트.율전이인아파트,200000438,1921,1898,23,1133,1133,0,126.9668579,37.29795022
수원여객,20,일반형시내버스,권선동,201000012,221,211,10,160,160,0,127.0202195,37.23632562
수원여객,20,일반형시내버스,곡반정동입구,201000013,2280,1906,374,1583,1583,0,127.0217738,37.23336094
수원여객,16,일반형시내버스,가게앞.평동,201000015,56,52,4,218,218,0,126.9955384,37.26069122
수원여객,16,일반형시내버스,고색초교.태산아파트,201000018,3417,2771,646,7255,7255,0,126.9796907,37.25064258
수원여객,16,일반형시내버스,신병원.대원.거산아파트,201000019,2208,1816,392,12168,12168,0,126.9838196,37.25183995
수원여객,30,일반형시내버스,공구유통타운.중앙자동차매매단지,201000020,787,611,176,2320,2320,0,126.9970998,37.25836862
수원여객,16,일반형시내버스,신병원.대원.거산아파트,201000022,13353,12259,1094,1894,1894,0,126.984994,37.25186522
수원여객,16,일반형시내버스,고색초교.태산아파트,201000023,12053,10598,1455,4249,4249,0,126.9799297,37.25043052
수원여객,16,일반형시내버스,수원여자대학교입구,201000024,8176,7519,657,1015,1015,0,126.9668655,37.2467921
수원여객,37,일반형시내버스,구운오거리.경기중소기업성장지원센터,201000030,619,363,256,1776,1776,0,126.9740892,37.28140041
수원여객,37,일반형시내버스,웃거리,201000031,538,433,105,1619,1619,0,126.9789285,37.27708423
수원여객,13,일반형시내버스,농촌진흥청,201000032,3122,1308,1814,10423,10423,0,126.9844315,37.27366936
수원여객,13,일반형시내버스,농촌진흥청,201000033,8805,4848,3957,7001,7001,0,126.9842711,37.27339257
수원여객,37,일반형시내버스,웃거리,201000034,1501,1409,92,748,748,0,126.9788366,37.27673716
수원여객,37,일반형시내버스,구운오거리.경기중소기업성장지원센터,201000035,1708,1624,84,747,747,0,126.9742361,37.28093129
수원여객,20,일반형시내버스,비상활주로.곡반정동입구,201000040,2774,1017,1757,1296,1296,0,127.0214469,37.23301861
수원여객,20,일반형시내버스,신곡동,201000044,1397,1183,214,3005,3005,0,127.012492,37.2492085
수원여객,5,일반형시내버스,세류사거리,201000045,877,735,142,1564,1564,0,127.0099438,37.25439261
수원여객,5,일반형시내버스,새터마을,201000046,635,603,32,1795,1795,0,127.0085253,37.25512474
수원여객,5,일반형시내버스,세류중학교.아세아시멘트,201000047,398,383,15,1302,1302,0,127.0054013,37.25853316
수원여객,5,일반형시내버스,세류중학교.아세아시멘트,201000048,559,540,19,337,337,0,127.0056121,37.25867434
수원여객,5,일반형시내버스,새터마을,201000049,1645,1607,38,487,487,0,127.0086243,37.25569229999999
수원여객,5,일반형시내버스,세류사거리,201000050,1889,1607,282,892,892,0,127.0103201,37.25469051
수원여객,20,일반형시내버스,신곡동,201000051,2924,2682,242,876,876,0,127.012547,37.24977007
수원여객,20,일반형시내버스,세류역,201000052,7902,4473,3429,7272,7272,0,127.0147048,37.24442836
수원여객,13_1,일반형시내버스,권선시장앞,201000053,6831,6685,146,2727,2727,0,127.0238201,37.25586851
수원여객,13_1,일반형시내버스,권선아파트,201000054,7119,7029,90,5603,5603,0,127.0265732,37.25520919
수원여객,13_1,일반형시내버스,농수산물시장,201000055,3073,2953,120,3592,3592,0,127.029815,37.25675503
수원여객,13_1,일반형시내버스,농수산물시장,201000056,2672,2558,114,3085,3085,0,127.0301498,37.25699354
수원여객,13_1,일반형시내버스,곡선새마을금고.권선자이e편한세상,201000057,6323,6201,122,5281,5281,0,127.0260644,37.25514616
수원여객,16,일반형시내버스,동남아파트.세평지하도입구,201000058,138,135,3,136,136,0,127.0004977,37.261439
수원여객,16,일반형시내버스,가게앞.평동,201000059,277,272,5,98,98,0,126.9957128,37.26070877
수원여객,16,일반형시내버스,평동,201000060,138,137,1,26,26,0,126.9942301,37.25904203
수원여객,16,일반형시내버스,평동행정복지센터,201000061,279,261,18,146,146,0,126.9934186,37.25806886
수원여객,16,일반형시내버스,자동차매매센터,201000062,103,100,3,32,32,0,126.9908263,37.25543763
수원여객,16,일반형시내버스,고색동입구.고색삼거리,201000063,106,103,3,41,41,0,126.9891357,37.25399581
수원여객,16,일반형시내버스,고색파출소.종합공구단지,201000064,677,618,59,5294,5294,0,126.9867233,37.25265616
수원여객,16,일반형시내버스,고색삼거리,201000065,7,6,1,70,70,0,126.988651,37.25375247
수원여객,16,일반형시내버스,자동차매매센터,201000066,20,14,6,162,162,0,126.9908037,37.25558179
수원여객,16,일반형시내버스,평동행정복지센터,201000067,113,79,34,152,152,0,126.9933124,37.25806706
수원여객,16,일반형시내버스,평동,201000068,40,35,5,130,130,0,126.9943879,37.25939344
수원여객,112,일반형시내버스,전원아파트.한라녹턴아파트,201000074,1194,1170,24,4281,4281,0,127.0153972,37.25443076
수원여객,112,일반형시내버스,전원아파트.한라녹턴아파트,201000075,4931,4855,76,1865,1865,0,127.0156007,37.2544881
수원여객,13_1,일반형시내버스,세권사거리,201000079,3460,3312,148,4328,4328,0,127.020619,37.25646375
수원여객,112,일반형시내버스,수원농협권선지점,201000080,8018,7062,956,13529,13529,0,127.0171586,37.25788789
수원여객,112,일반형시내버스,세류현대아파트,201000081,6037,5249,788,17300,17300,0,127.0184104,37.26021239
수원여객,13_1,일반형시내버스,삼익아파트,201000082,599,513,86,2379,2379,0,127.0170275,37.26173352
수원여객,13_1,일반형시내버스,정조사거리,201000083,1202,1145,57,2235,2235,0,127.0128306,37.26270811
수원여객,13_1,일반형시내버스,유천교.세류1동주민센터입구,201000084,1488,1458,30,2188,2188,0,127.0107545,37.26303646
수원여객,13_1,일반형시내버스,수원센트럴타운1.2단지,201000085,1183,1140,43,1066,1066,0,127.008382,37.2634221
수원여객,13_1,일반형시내버스,수원센트럴타운1단지.유천교,201000086,1836,1755,81,1595,1595,0,127.0096519,37.2635519
수원여객,13_1,일반형시내버스,정조사거리,201000087,3233,3154,79,1690,1690,0,127.012706,37.26304211
수원여객,13_1,일반형시내버스,삼익아파트,201000088,2281,2091,190,788,788,0,127.0172895,37.2619841
수원여객,112,일반형시내버스,세류현대아파트,201000089,25017,23480,1537,5965,5965,0,127.01870359999998,37.26044662
수원여객,112,일반형시내버스,수원농협권선지점,201000090,3100,2807,293,4592,4592,0,127.0175194,37.25816717
수원여객,13_1,일반형시내버스,신곡사거리,201000091,2290,2264,26,3265,3265,0,127.0182632,37.25724801
수원여객,13_1,일반형시내버스,세권사거리,201000092,3459,3294,165,3277,3277,0,127.0210023,37.2565628
수원여객,13,일반형시내버스,삼익아파트,201000093,23060,22484,576,3955,3955,0,126.9580377,37.26982156
수원여객,13,일반형시내버스,칠보초등학교,201000094,4315,4154,161,2453,2453,0,126.9561396,37.26880295
수원여객,13,일반형시내버스,신미주아파트,201000095,15838,15410,428,5632,5632,0,126.9541398,37.26871049
